P,T,Package,Snippet,Used?,Runs?,Error
7,1,json2csv,"const { Parser } = require('json2csv');

const fields = ['field1', 'field2', 'field3'];
const opts = { fields };

try {
  const parser = new Parser(opts);
  const csv = parser.parse(myData);
  console.log(csv);
} catch (err) {
  console.error(err);
}",0,0,mydata undefined
7,1,json2csv,"const { parse } = require('json2csv');

const fields = ['field1', 'field2', 'field3'];
const opts = { fields };

try {
  const csv = parse(myData, opts);
  console.log(csv);
} catch (err) {
  console.error(err);
}",0,0,mydata undefined
7,1,json-2-csv,let converter = require('json-2-csv');,0,1,
7,1,json-2-csv,import { json2csv } from 'json-2-csv';,0,0,import
7,1,json-2-csv,"json2csv(array, (err, csv) => { ... }, options)
// or ...
json2csvAsync(array, options)
    .then((csv) => { ... })
    .catch((err) => { ... });",0,0,unknown token ...
7,1,json-2-csv,"let converter = require('json-2-csv');

let documents = [
    {
        Make: 'Nissan',
        Model: 'Murano',
        Year: '2013',
        Specifications: {
            Mileage: '7106',
            Trim: 'S AWD'
        }
    },
    {
        Make: 'BMW',
        Model: 'X5',
        Year: '2014',
        Specifications: {
            Mileage: '3287',
            Trim: 'M'
        }
    }
];

let json2csvCallback = function (err, csv) {
    if (err) throw err;
    console.log(csv);
};

converter.json2csv(documents, json2csvCallback);",1,1,
7,2,merge-sort,"var mergeSort = require('merge-sort');
// ...
var ascending = mergeSort(array); // sort ascending
var descending = mergeSort(array, undefined, undefined, false); // sort descending",1,0,array undefined
8,1,tedious,"    var Connection = require('tedious').Connection;  
    var config = {  
        server: 'your_server.database.windows.net',  //update me
        authentication: {
            type: 'default',
            options: {
                userName: 'your_username', //update me
                password: 'your_password'  //update me
            }
        },
        options: {
            // If you are on Microsoft Azure, you need encryption:
            encrypt: true,
            database: 'your_database'  //update me
        }
    };  
    var connection = new Connection(config);  
    connection.on('connect', function(err) {  
        // If no error, then good to proceed.
        console.log(""Connected"");  
    });
    
    connection.connect();",1,1,
8,1,tedious," var Connection = require('tedious').Connection;  
    var config = {  
        server: 'your_server.database.windows.net',  //update me
        authentication: {
            type: 'default',
            options: {
                userName: 'your_username', //update me
                password: 'your_password'  //update me
            }
        },
        options: {
            // If you are on Microsoft Azure, you need encryption:
            encrypt: true,
            database: 'your_database'  //update me
        }
    }; 
    var connection = new Connection(config);  
    connection.on('connect', function(err) {  
        // If no error, then good to proceed.  
        console.log(""Connected"");  
        executeStatement();  
    });  
    
    connection.connect();
  
    var Request = require('tedious').Request;  
    var TYPES = require('tedious').TYPES;  
  
    function executeStatement() {  
        request = new Request(""SELECT c.CustomerID, c.CompanyName,COUNT(soh.SalesOrderID) AS OrderCount FROM SalesLT.Customer AS c LEFT OUTER JOIN SalesLT.SalesOrderHeader AS soh ON c.CustomerID = soh.CustomerID GROUP BY c.CustomerID, c.CompanyName ORDER BY OrderCount DESC;"", function(err) {  
        if (err) {  
            console.log(err);}  
        });  
        var result = """";  
        request.on('row', function(columns) {  
            columns.forEach(function(column) {  
              if (column.value === null) {  
                console.log('NULL');  
              } else {  
                result+= column.value + "" "";  
              }  
            });  
            console.log(result);  
            result ="""";  
        });  
  
        request.on('done', function(rowCount, more) {  
        console.log(rowCount + ' rows returned');  
        });  
        
        // Close the connection after the final event emitted by the request, after the callback passes
        request.on(""requestCompleted"", function (rowCount, more) {
            connection.close();
        });
        connection.execSql(request);  
    }  ",0,0,EINVALIDSTATE
8,1,mysql,var mysql = require('mysql'); ,0,1,
8,1,mysql,"var mysql = require('mysql');

var con = mysql.createConnection({
  host: ""localhost"",
  user: ""yourusername"",
  password: ""yourpassword""
});

con.connect(function(err) {
  if (err) throw err;
  console.log(""Connected!"");
});",1,0,ECONNREFUSED
8,1,mysql,"con.connect(function(err) {
  if (err) throw err;
  console.log(""Connected!"");
  con.query(sql, function (err, result) {
    if (err) throw err;
    console.log(""Result: "" + result);
  });
}); ",1,0,con undefined
8,1,express / mssql,"var express = require('express');
var app = express();

app.get('/', function (req, res) {
   
    var sql = require(""mssql"");

    // config for your database
    var config = {
        user: 'sa',
        password: 'mypassword',
        server: 'localhost', 
        database: 'SchoolDB' 
    };

    // connect to your database
    sql.connect(config, function (err) {
    
        if (err) console.log(err);

        // create Request object
        var request = new sql.Request();
           
        // query to the database and get the records
        request.query('select * from Student', function (err, recordset) {
            
            if (err) console.log(err)

            // send records as a response
            res.send(recordset);
            
        });
    });
});

var server = app.listen(5000, function () {
    console.log('Server is running..');
});",0,0,ECONNREFUSED
8,1,mysql,"var mysql = require('mysql');

var con = mysql.createConnection({
  host: ""localhost"",
  user: ""yourusername"",
  password: ""yourpassword"",
  database: ""mydb""
});

con.connect(function(err) {
  if (err) throw err;
  con.query(""SELECT * FROM customers"", function (err, result, fields) {
    if (err) throw err;
    console.log(result);
  });
});",1,0,ECONNREFUSED
8,1,mysql,"var mysql = require('mysql');

var con = mysql.createConnection({
  host: ""localhost"",
  user: ""yourusername"",
  password: ""yourpassword"",
  database: ""mydb""
});

con.connect(function(err) {
  if (err) throw err;
  con.query(""SELECT name, address FROM customers"", function (err, result, fields) {
    if (err) throw err;
    console.log(result);
  });
});",0,0,ECONNREFUSED
8,1,N/A,console.log(results),0,0,results undefined
8,1,N/A,"console.log(""the solution is ""+results)",0,0,results undefined
8,1,N/A,console.log(JSON.stringify(results)),0,0,results undefined
8,1,N/A,results[0].someAttribute,0,0,results undefined
8,2,csv-it,"// Create a stream into a directory which is going to be created
const testStream = CsvIt.writeAsync(`${__dirname}/csv/some/directory/first.csv`);
testStream.write({ A: 42 , B: 33 });
testStream.write({ A: 7 , B: -1 });
testStream.end();

// Write the rows which are already available
const SECOND_PATH = `${__dirname}/csv/some/directory/second.csv`;
CsvIt.write(SECOND_PATH, [
  { A: 42 , B: 33 }
  , { A: 7 , B: -1 }
]).then(() => {
  console.log(""Done"");
  return CsvIt.read(SECOND_PATH);
}).then(res => {  console.log(res);
});",1,1,
9,1,node-graph,"var Graph = require('node-graph');

var structure = {
    nodes: [
        {
            name: 'A'
        },
        {
            name: 'B',
            youCanPutArbitraryDataOnYourNodes: { ... }
        }
    ],
    edges: [
        {
            name: 'A->B',
            from: 'A',
            to: 'B',
            youCanPutArbitraryDataOnYourEdgesToo: { ... }
        }
    ]
}

var gr = new Graph(structure);",1,0,unexpected token
9,1,node-graph,"// You can pick outbound edges by node name
var outboundEdges = gr.outboundEdges('B');

// Or providing node object
var node = gr.getNode('B');
var outboundEdges2 = gr.outboundEdges(node);",0,0,gr undefined
9,1,node-graph,"// You can pick outbound edges by node name
var inboundEdges = gr.inboundEdges('D');

// Or providing node object
var node = gr.getNode('D');
var inboundEdges2 = gr.inboundEdges(node);",0,0,gr undefined
9,1,node-graph,"    // using node object
    var node = gr.getNode('D');
    gr.isTerminalNode(node);
    
    // using node name
    gr.isTerminalNode('D');",0,0,gr undefined
9,1,depth-first,"import dfs from ""depth-first"";
 
// First, we define our edges.
const edges = [
  [""put on your shoes"", ""tie your shoes""],
  [""put on your shirt"", ""put on your jacket""],
  [""put on your shorts"", ""put on your jacket""],
  [""put on your shorts"", ""put on your shoes""]
];
 
// List the vertices that can be reached starting at 'put on your shirt'
dfs(edges, ""put on your shirt"");
/* =>
[
  'put on your shirt',
  'put on your jacket',
]
*/",1,0,import
9,1,depth-first,"// List the vertices that can be reached starting at 'put on your jacket' when
// the edges are reversed
dfs(edges, ""put on your jacket"", { reverse: true });
/* =>
[
  'put on your jacket',
  'put on your shirt',
  'put on your shorts',
]
*/",0,0,dfs undefined
9,2,jm-ez-mysql,"var My = require(""jm-ez-mysql"");

// Init DB Connection
My.init({
  host: 'localhost',
  user: 'root',
  password: 'root',
  database: 'psu',
});

// Select All
My.findAll(""psu_project"", [""id""], ""1=1"").then(function (r) {
  console.log(r);
});

// Select All with count
My.findAllWithCount(""psu_project"", ""id"", [""id""], ""1=1"", ""LIMIT 0, 5"").then(function (r) {
  console.log(r);
});

// Select First
My.first(""psu_project"", [""id""], ""1=1 "").then(function (r) {
  console.log(r);
});

// Insert
My.insert(""temp"", {
  name: 'Jay'
}).then(function (result) {
  console.log(result.insertId);
});

// Insert Multiple Rows
My.insertMany(""temp"", [{
  name: 'Jay'
}, {
  name: 'Subham'
}]).then(function (result) {
  console.log(result.insertId);
});

// Update
My.update(""temp"", {
  name: 'Jayu'
}, ""id = 2"").then(function (result) {
  console.log(My.lQ);
});

// Update First
My.updateFirst(""temp"", {
  name: 'Jayu'
}, ""id = 2"").then(function (result) {
  console.log(My.lQ);
});

// Delete
My.delete(""temp"", ""id = 6"").then(function () {
  console.log(My.lQ);
});

// Pure MySQL Query
var id = ""'4"";
My.findRaw(""select * from psu_project where id = "" + My.escape(id))
  .then(function (results) {
    console.log('My query results', results);
    console.log('Lq', My.lQ);
  })
  .catch(function (err) {
    console.log(err);
  });

// Pure MySQL Query as Formatted String
var id = ""'4"";
My.query(""select * from psu_project where id = ?"", [id])
  .then(function (results) {
    console.log('My query results', results);
    console.log('Lq', My.lQ);
  })
  .catch(function (err) {
    console.log(err);
  });

// Select All using prepared statement
My.findAll(""psu_project"", [""id""], ""id=?"", [id]).then(function (r) {
  console.log(r);
});

// Select All with count using prepared statement
My.findAllWithCount(""psu_project"", ""id"", [""id""], ""id=?"", ""LIMIT 0, 5"", [""id""]).then(function (r) {
  console.log(r);
});

// Select First using prepared statement
My.first(""psu_project"", [""id""], ""1=? "", [id]).then(function (r) {
  console.log(r);
});

// Update using prepared statement
My.update(""temp"", {
  name: 'Jayu'
}, ""id = ?"", [id]).then(function (result) {
  console.log(My.lQ);
});

// Update First using prepared statement
My.updateFirst(""temp"", {
  name: 'Jayu'
}, ""id = ?"", [id]).then(function (result) {
  console.log(My.lQ);
});

// Delete using prepared statement
My.delete(""temp"", ""id = ?"", [id]).then(function () {
  console.log(My.lQ);
});

//Select Query with where condition
const selectQuery = My.initQuery();
selectQuery.where('id', 1);
selectQuery.execute(""table"");

//Select Query with multiple where condition
// const selectQuery = My.initQuery();
selectQuery.where('id', 1);
selectQuery.where('name', 'somename');
selectQuery.execute(""table"");


//Select Query with multiple(AND/OR) where condition
// const selectQuery = My.initQuery();
selectQuery.where('id', 1);
selectQuery.orWhere('name', 'searchContent');
selectQuery.execute(""table"");
//query : SELECT  *  FROM table  WHERE id = 1   OR  name = 'searchContent';

//Select Query with multiple(AND/OR) with multple condition where condition
// const selectQuery = My.initQuery();
selectQuery.where('(id = ? OR id = ?)', [1, 50]);
selectQuery.orWhere('name', 'searchContent');
selectQuery.execute(""table"");

//Another way to pass condition value
// const selectQuery = My.initQuery();
newQuery.where('(id = ? OR id = ?)');
selectQuery.orWhere('name', 'searchContent');
selectQuery.execute(""table"", [1, 50]);
//query: SELECT  *  FROM table WHERE (id = 1 OR id = 50)  OR  name = 'searchContent';

//Select custom fields
// const selectQuery = My.initQuery();
selectQuery.select('name, id, data'); // argument can be String|Array , Default is *
selectQuery.execute(""table"", [1, 50]);
//Query: SELECT name, id, data FROM table  WHERE 1=1

//Use joins : 

// Ex1. Left Join
// const selectQuery = My.initQuery();
selectQuery.leftJoin(""table2 as t2"", ""t2.t1ID = t1.id ""); 
selectQuery.execute(""table as t1"");

// Query: SELECT  *  FROM table1 as t1 LEFT  JOIN table2 as t2 ON t2.t1ID = t1.id  WHERE 1=1;

// Ex2. Left and Right Join
// const selectQuery = My.initQuery();
selectQuery.leftJoin(""table2 as t2"", ""t2.t1ID = t1.id ""); 
selectQuery.rightJoin(""table3 as t3"", ""t3.t1ID = t1.id ""); 
selectQuery.execute(""table as t1"");
//Query: SELECT  *  FROM table1 as t1 LEFT  JOIN table2 as t2 ON t2.t1ID = t1.id  RIGHT  JOIN table3 as t3 ON t3.t1ID = t1.id  WHERE 1=1;

// Ex3. Left Join with Condition
// const selectQuery = My.initQuery();
selectQuery.leftJoin(""table2 as t2"", ""t2.t1ID = t1.id AND t2.name = ? ""); 
selectQuery.execute(""table as t1"", ['somename']);
//query: SELECT  *  FROM table as t1 LEFT  JOIN table2 as t2 ON t2.t1ID = t1.id AND t2.name = 'somename'  WHERE 1=1; 

// Ex4. Inner Join

// const selectQuery = My.initQuery();
selectQuery.innerJoin(""table2 as t2"", ""t2.t1ID = t1.id"");
selectQuery.execute(""table as t1"");
// Query: SELECT  *  FROM table1 as t1 INNER  JOIN table2 as t2 ON t2.t1ID = t1.id  WHERE 1=1;

// Ex5.
// const selectQuery = My.initQuery();
selectQuery.join(""table2 as t2"", ""t2.t1ID = t1.id"", ""left""); // third argument will join type ex. (left, right, right outer, ...), default is inner
selectQuery.execute(""table as t1"");



//Use query as count
// const selectQuery = My.initQuery();
selectQuery.select('name, id, data'); // argument can be String|Array , Default is *
selectQuery.where('(id = ? OR id = ?)', [1, 50]);
selectQuery.orWhere('name', 'searchContent');
selectQuery.execute(""table"", [], true); // If third argument will be true than last condition will remains and used for further process, like for count.
//Qeury: SELECT name, id, data FROM table  WHERE (id = 1 OR id = 50)  OR  name = 'searchContent'

selectQuery.count(); // argument can be any field name, default is id 
selectQuery.execute(""table"");
//Qeury: SELECT COUNT(table.id) as count  FROM table  WHERE (id = 1 OR id = 50) OR  name = 'searchContent'


//Use order by
// const selectQuery = My.initQuery();
selectQuery.orderBy('id', 'ASC');
selectQuery.orderBy('name', 'DESC');
selectQuery.execute(""table"");
//Query: SELECT  *  FROM table  WHERE 1=1 ORDER BY id ASC, name DESC

//Use group by
// const selectQuery = My.initQuery();
selectQuery.groupBy('id'); //
selectQuery.execute(""table"");
//Query:SELECT  *  FROM table  WHERE 1=1 GROUP BY id 

//Use Limit 
// const selectQuery = My.initQuery();
selectQuery.skip(2); // records want to skip
selectQuery.limit(10);
selectQuery.execute(""table"");
//Query:SELECT  *  FROM table  WHERE 1=1 LIMIT 2, 10


// Get Last fired Query
console.log(My.lQ);",1,0,ECONNREFUSED
10,1,fs-extra,const fs = require('fs') // this is no longer necessary,0,1,
10,1,fs-extra,const fs = require('fs-extra'),0,1,
10,1,fs-extra,const fse = require('fs-extra'),0,1,
10,1,fs-extra,"const fs = require('fs')
const fse = require('fs-extra')",0,1,
10,1,fs-extra,"const fs = require('fs-extra')

// Async with promises:
fs.copy('/tmp/myfile', '/tmp/mynewfile')
  .then(() => console.log('success!'))
  .catch(err => console.error(err))

// Async with callbacks:
fs.copy('/tmp/myfile', '/tmp/mynewfile', err => {
  if (err) return console.error(err)
  console.log('success!')
})

// Sync:
try {
  fs.copySync('/tmp/myfile', '/tmp/mynewfile')
  console.log('success!')
} catch (err) {
  console.error(err)
}

// Async/Await:
async function copyFiles () {
  try {
    await fs.copy('/tmp/myfile', '/tmp/mynewfile')
    console.log('success!')
  } catch (err) {
    console.error(err)
  }
}

copyFiles()",0,0,No file
10,1,jetpack,"const src = jetpack.cwd(""path/to/source"");
const dest = jetpack.cwd(""/some/different/path/to/destination"");
src.copy(""foo.txt"", dest.path(""bar.txt""));",0,0,jetback undefined
10,1,jetpack,"const obj = { greet: ""Hello World!"" };
jetpack.write(""file.json"", obj);",0,0,jetback undefined
10,1,jetpack,"const obj = jetpack.read(""file.json"", ""json"");",0,0,jetback undefined
10,1,jetpack,"// Synchronous call
const data = jetpack.read('file.txt');
console.log(data);

// Asynchronous call
const data = await jetpack.readAsync('file.txt');
console.log(data);",0,0,jetback undefined
10,1,jetpack,"// .
// |- greets
//    |- greet.txt
//    |- greet.json
// |- greets-i18n
//    |- polish.txt

jetpack
  .dir(""greets"")
  .file(""greet.txt"", { content: ""Hello world!"" })
  .file(""greet.json"", { content: { greet: ""Hello world!"" } })
  .cwd("".."")
  .dir(""greets-i18n"")
  .file(""polish.txt"", { content: ""Witaj Å›wiecie!"" });",0,0,jetback undefined
10,1,jetpack,"const src = jetpack.cwd(""path/to/source/folder"");
const dst = jetpack.cwd(""path/to/destination"");

src.find({ matching: ""*"" }).forEach((path) => {
  const content = src.read(path);
  const transformedContent = transformTheFileHoweverYouWant(content);
  dst.write(path, transformedContent);
});",0,0,jetback undefined
10,1,jetpack,"jetpack.find(""my_folder"", { matching: [""*.tmp"", ""*.log""] }).forEach(jetpack.remove);",0,0,jetback undefined
10,1,jetpack,"const dir = jetpack.tmpDir();
dir.write(""data.txt"", myData);
// Perform some operations on the data and when you're done
// and don't need the folder any longer just call...
dir.remove();",0,0,jetback undefined
10,1,jetpack,"const jetpack = require(""fs-jetpack"");",1,1,
10,1,jetpack,"// Import fs-jetpack into TypeScript code (the jetpack typings will be loaded as well).
import * as jetpack from ""fs-jetpack"";

// Import one of jetpack's interfaces to cast it on a variable declaration.
import { InspectResult } from ""fs-jetpack/types"";
let result: InspectResult = jetpack.inspect(""foo"");",0,0,import
10,2,digraphe,var graph = new Graph();,0,0,graph undefined
10,2,digraphe,"var graph = new Graph();

// This will add the `foo` node to the Graph.
graph.addNode('foo');
// You can also add an optional payload to the node.
graph.addNode('bar', { key: 'value'});",0,0,graph undefined
10,2,digraphe,"var graph = new Graph();

graph.addNode('foo');
graph.hasNode('foo'); // Returns true.
// Retrieving the instance of the `foo` node.
var node = graph.nodes['foo'];
graph.hasNode(node); // Returns true.",1,0,graph undefined
10,2,digraphe,"var graph = new Graph();
// This will create a new edge between the `foo`
// node and the `bar` node.
graph.addEdge('foo', 'bar');
// You can also specify a `weight` for an edge.
graph.addEdge('bar', 'baz', { weight: 2 });",0,0,graph undefined
10,2,digraphe,"var graph = new Graph();

graph.addEdge('foo', 'bar');

// Retrieving the node instances.
var foo = graph.nodes['foo'];
var bar = graph.nodes['bar'];
graph.hasEdge(foo, bar); // Returns true.",1,0,graph undefined
10,2,digraphe,"/**
*                        Head Node
*                          |  |
*                          /  \\
*                       1 /    \\ 1
*                        /      \\
*                       \\/      \\/
*                      foo      bar
*                      ||        ||
*                       \\        /
*                      2 \\      / 2
*                         \\    /
*                         \\/  \\/
*                           baz
*/
var graph = new Graph();
\ngraph.addEdge('head', 'foo', { weight: 1 });
graph.addEdge('head', 'bar', { weight: 1 });
graph.addEdge('foo', 'baz', { weight: 2 });
graph.addEdge('bar', 'baz', { weight: 2 });",0,0,graph undefined
10,2,digraphe,"Graph.Visitor.DFS(graph, 'head', function (node) {
  // Do something with the discovered node
});",1,0,graph undefined
10,2,digraphe,"Graph.Visitor.BFS(graph, 'head', function (array_of_nodes, depth) {
  // Do something with the discovered node
});",0,0,graph undefined
10,2,digraphe,"// The following call will return all the `routes`
// having the `head` node as a starting point.
var routes = graph.routes({ from: 'head' });",0,0,graph undefined
10,2,digraphe,"var routes = graph.routes({ from: 'head', to: 'baz' });",0,0,graph undefined
10,2,digraphe,"var routes = graph.routes({
  from: 'head',
  to: 'baz',
  where: {
    length: 3
  }
});",0,0,graph undefined
10,2,digraphe,"var routes = graph.routes({ from: 'head' });

// For each found route, we check whether
// it is part of the graph.
routes.forEach(function (route) {
    // Obviously, this operation will always
    // return `true`.
    graph.hasRoute(route);
});",0,0,graph undefined
10,2,digraphe,"var route = graph.findRoute(['head', 'foo', 'baz']);",0,0,graph undefined
10,2,digraphe,"var graph = new Graph();

// This will represent our event receiver object.
var receiver = {
  onNodeAdded: function (node) {
    console.log(node.id, 'has been added !');
  },
  onNodeRemoved: function (id) {
    console.log(id, 'has been removed !');
  },
  onEdgeAdded: function (edge) {
    console.log(edge.source.id, '->', edge.target.id, 'created !');
  },
  onEdgeRemoved: function (source, target) {
    console.log(source, '->', target, 'removed !');
  }
};

// Subscribing to the graph events.
graph.on('node.added', receiver.onNodeAdded);
graph.on('node.removed', receiver.onNodeRemoved);
graph.on('edge.added', receiver.onEdgeAdded);
graph.on('edge.removed', receiver.onEdgeRemoved);
// Adding a new edge, and two new nodes.
graph.addEdge('foo', 'bar');
// Removing all nodes and edges.
graph.clear();",0,0,graph undefined